"step","date","time_days","pav_bar","wct_pct","gor_m3m3","wgr_m3m3"
1417,2015-11-30,2891.47,344.1,0.745,136.84,0.0214
1418,2015-12-01,2892.06,344.3,0.745,136.86,0.0213
1419,2015-12-01,2892.98,344.7,0.747,136.82,0.0215
1420,2015-12-03,2894.41,345.3,0.748,136.87,0.0217
1421,2015-12-05,2896.66,346.2,0.752,136.85,0.0222
1422,2015-12-07,2898.83,347.1,0.755,136.88,0.0225
1423,2015-12-10,2901,347.9,0.759,136.88,0.023
1424,2015-12-14,2905.18,347.1,0.776,134.76,0.0258
1425,2015-12-14,2905.47,347,0.778,134.71,0.026
1426,2015-12-14,2905.84,346.9,0.778,134.75,0.026
1427,2015-12-15,2906.41,346.8,0.778,134.75,0.026
1428,2015-12-16,2907.29,346.6,0.779,134.73,0.0262
1429,2015-12-17,2908.68,346.3,0.78,134.69,0.0263
1430,2015-12-18,2909.84,346.1,0.781,134.65,0.0264
1431,2015-12-20,2911,345.9,0.781,134.61,0.0266
1432,2015-12-23,2914.48,345.6,0.789,134.6,0.0277
1433,2015-12-26,2917.74,345.4,0.79,134.57,0.0279
1434,2015-12-27,2918.07,345.4,0.789,134.58,0.0278
1435,2015-12-27,2918.47,345.4,0.789,134.56,0.0279
1436,2015-12-28,2919.11,345.4,0.79,134.54,0.028
1437,2015-12-29,2920.06,345.3,0.791,134.53,0.0281
1438,2015-12-30,2921,345.2,0.791,134.52,0.0281
1439,2016-01-01,2923.43,345.9,0.783,136.22,0.0264
1440,2016-01-01,2923.67,346,0.784,136.22,0.0266
1441,2016-01-01,2923.96,346.1,0.784,136.22,0.0266
1442,2016-01-02,2924.43,346.2,0.784,136.26,0.0266
1443,2016-01-03,2925.16,346.4,0.784,136.28,0.0266
1444,2016-01-04,2926.29,346.8,0.784,136.31,0.0267
1445,2016-01-06,2928.06,347.3,0.786,136.34,0.0269
1446,2016-01-07,2929.53,347.7,0.787,136.35,0.027
1447,2016-01-09,2931,348.1,0.787,136.38,0.0271
1448,2016-01-09,2931.44,348.1,0.771,137.07,0.0246
1449,2016-01-09,2931.99,348.1,0.773,137.05,0.0249
1450,2016-01-10,2932.85,348.1,0.774,137.03,0.025
1451,2016-01-12,2934.2,348.1,0.775,137,0.0252
1452,2016-01-14,2936.3,348.1,0.777,136.96,0.0254
1453,2016-01-16,2938.65,348.1,0.779,136.94,0.0257
1454,2016-01-19,2941,348.1,0.781,136.91,0.026
1455,2016-01-19,2941.5,348,0.807,133.97,0.0311
1456,2016-01-20,2942.1,347.9,0.798,134.88,0.0293
1457,2016-01-20,2942.73,347.8,0.798,134.77,0.0292
1458,2016-01-21,2943.71,347.6,0.798,134.79,0.0294
1459,2016-01-23,2945.24,347.3,0.799,134.83,0.0295
1460,2016-01-25,2947.62,346.8,0.8,134.85,0.0296
1461,2016-01-25,2947.96,346.8,0.8,134.85,0.0296
1462,2016-01-26,2948.38,346.7,0.8,134.85,0.0296
1463,2016-01-27,2949.04,346.6,0.8,134.85,0.0296
1464,2016-01-28,2950.02,346.4,0.8,134.84,0.0296
1465,2016-01-29,2951,346.2,0.8,134.82,0.0297
1466,2016-01-31,2953.52,346.1,0.801,134.58,0.03
1467,2016-02-04,2957.26,345.9,0.802,134.53,0.0301
1468,2016-02-04,2957.63,345.8,0.802,134.53,0.0301
1469,2016-02-05,2958.1,345.8,0.802,134.53,0.0301
1470,2016-02-05,2958.83,345.8,0.802,134.51,0.0301
1471,2016-02-06,2959.92,345.7,0.803,134.49,0.0302
1472,2016-02-08,2961,345.7,0.803,134.48,0.0303
1473,2016-02-08,2961.28,345.6,0.768,138.11,0.0239
1474,2016-02-08,2961.63,345.6,0.769,138.03,0.0241
1475,2016-02-09,2962.17,345.5,0.768,138,0.024
1476,2016-02-10,2963.02,345.3,0.771,137.96,0.0244
1477,2016-02-11,2964.35,345.1,0.772,137.95,0.0246
1478,2016-02-13,2966.43,344.7,0.774,137.91,0.0248
1479,2016-02-15,2968.71,344.3,0.775,137.86,0.025
1480,2016-02-18,2971,344,0.777,137.79,0.0253
1481,2016-02-18,2971.5,344.4,0.79,136.92,0.0275
1482,2016-02-19,2972.13,344.9,0.79,136.92,0.0276
1483,2016-02-20,2973.1,345.7,0.791,136.88,0.0277
1484,2016-02-21,2974.63,346.9,0.795,136.86,0.0283
1485,2016-02-24,2977.01,348.8,0.798,136.9,0.0289
1486,2016-02-26,2979.01,350.4,0.801,136.93,0.0294
1487,2016-02-28,2981,352,0.804,136.93,0.03
1488,2016-02-28,2981.5,352.1,0.818,134.24,0.0335
1489,2016-02-29,2982.04,352.1,0.818,134.28,0.0336
1490,2016-02-29,2982.72,352.1,0.818,134.25,0.0335
1491,2016-03-01,2983.7,352.1,0.82,134.2,0.0339
1492,2016-03-03,2985.23,352.2,0.82,134.23,0.0339
1493,2016-03-05,2987.61,352.3,0.82,134.21,0.034
1494,2016-03-09,2991,352.5,0.821,134.19,0.0341
1495,2016-03-09,2991.5,352.5,0.823,134.6,0.0346
1496,2016-03-10,2992.13,352.5,0.822,134.67,0.0343
1497,2016-03-11,2993.1,352.4,0.822,134.64,0.0342
1498,2016-03-12,2994.63,352.4,0.823,134.73,0.0345
1499,2016-03-15,2997.01,352.3,0.821,134.82,0.0341
1500,2016-03-17,2999.01,352.2,0.822,134.82,0.0344
1501,2016-03-19,3001,352.2,0.822,134.88,0.0342
1502,2016-03-19,3001.47,352,0.797,138.16,0.0284
1503,2016-03-20,3002.05,351.9,0.797,138.17,0.0283
1504,2016-03-20,3002.97,351.7,0.796,138.19,0.0282
1505,2016-03-22,3004.4,351.4,0.796,138.21,0.0282
1506,2016-03-24,3006.63,350.9,0.796,138.2,0.0283
1507,2016-03-26,3008.82,350.4,0.796,138.16,0.0283
1508,2016-03-29,3011,349.9,0.798,138.14,0.0286
1509,2016-03-29,3011.5,349.8,0.804,137.96,0.0298
1510,2016-03-30,3012.13,349.8,0.804,137.96,0.0298
1511,2016-03-31,3013.1,349.7,0.804,137.96,0.0298
1512,2016-04-01,3014.63,349.5,0.805,137.95,0.0299
1513,2016-04-04,3017.01,349.3,0.805,137.94,0.03
1514,2016-04-06,3019.01,349,0.806,137.93,0.0301
1515,2016-04-08,3021,348.8,0.806,137.91,0.0302
1516,2016-04-08,3021.5,348.9,0.856,136.27,0.0435
1517,2016-04-09,3022.09,348.9,0.85,136.79,0.0413
1518,2016-04-09,3022.85,349,0.849,136.77,0.0411
1519,2016-04-10,3023.83,349.1,0.849,136.79,0.0412
1520,2016-04-12,3025.35,349.3,0.849,136.79,0.0412
1521,2016-04-14,3027.74,349.5,0.849,136.77,0.0412
1522,2016-04-15,3028.06,349.6,0.849,136.78,0.0412
1523,2016-04-15,3028.47,349.6,0.849,136.77,0.0411
1524,2016-04-16,3029.11,349.7,0.849,136.77,0.0412
1525,2016-04-17,3030.05,349.8,0.849,136.76,0.0412
1526,2016-04-18,3031,349.9,0.849,136.74,0.0412
1527,2016-04-20,3033.43,349.9,0.846,135.38,0.0406
1528,2016-04-23,3036.43,350,0.845,135.37,0.0402
1529,2016-04-28,3041,350,0.845,135.38,0.0402
1530,2016-05-03,3046,350.5,0.823,133.48,0.0348
1531,2016-05-03,3046.5,350.6,0.824,133.45,0.0351
1532,2016-05-04,3047.13,350.7,0.824,133.44,0.0352
1533,2016-05-05,3048.1,350.8,0.826,133.49,0.0357
1534,2016-05-06,3049.55,350.9,0.827,133.57,0.0357
1535,2016-05-08,3051,351.1,0.828,133.62,0.0361
1536,2016-05-08,3051.37,351.1,0.829,133.76,0.0362
1537,2016-05-08,3051.84,351.1,0.829,133.82,0.0362
1538,2016-05-09,3052.57,351.2,0.83,133.84,0.0364
1539,2016-05-10,3053.7,351.3,0.831,133.89,0.0367
1540,2016-05-12,3055.48,351.4,0.833,133.95,0.0371
1541,2016-05-15,3058.24,351.6,0.834,134.03,0.0376
1542,2016-05-18,3061,351.7,0.836,134.09,0.038
1543,2016-05-23,3066,352.1,0.84,134.31,0.039
1544,2016-05-28,3071,352.4,0.841,134.36,0.0394
1545,2016-05-28,3071.5,352.5,0.841,134.33,0.0394
1546,2016-05-29,3072.13,352.5,0.842,134.32,0.0397
1547,2016-05-30,3073.1,352.7,0.842,134.34,0.0395
1548,2016-05-31,3074.63,352.9,0.842,134.32,0.0398
1549,2016-06-03,3077.01,353.2,0.842,134.34,0.0397
1550,2016-06-05,3079.01,353.4,0.844,134.35,0.0403
1551,2016-06-07,3081,353.7,0.844,134.38,0.0402
1552,2016-06-07,3081.5,353.7,0.844,134.18,0.0402
1553,2016-06-08,3082.13,353.7,0.844,134.18,0.0402
1554,2016-06-09,3083.1,353.7,0.843,134.19,0.0401
1555,2016-06-10,3084.63,353.8,0.845,134.2,0.0406
1556,2016-06-13,3087.01,353.8,0.844,134.23,0.0403
1557,2016-06-15,3089.01,353.9,0.844,134.22,0.0404
1558,2016-06-17,3091,353.9,0.845,134.24,0.0407
1559,2016-06-17,3091.5,354,0.844,134.41,0.0403
1560,2016-06-18,3092.13,354,0.844,134.44,0.0402
1561,2016-06-19,3093.1,354,0.844,134.43,0.0404
1562,2016-06-20,3094.63,354.1,0.845,134.44,0.0405
1563,2016-06-23,3097.01,354.2,0.846,134.44,0.0408
1564,2016-06-25,3099.01,354.3,0.846,134.44,0.0409
1565,2016-06-27,3101,354.4,0.847,134.45,0.0411
1566,2016-06-27,3101.5,354.4,0.847,134.45,0.0412
1567,2016-06-28,3102.13,354.4,0.847,134.4,0.0413
1568,2016-06-29,3103.1,354.5,0.848,134.43,0.0414
1569,2016-06-30,3104.63,354.6,0.847,134.45,0.0412
1570,2016-07-03,3107.01,354.7,0.849,134.43,0.0417
1571,2016-07-05,3109.01,354.8,0.848,134.47,0.0416
1572,2016-07-07,3111,354.9,0.849,134.41,0.0419
1573,2016-07-12,3116,354.7,0.842,133.37,0.0399
1574,2016-07-14,3118.5,354.6,0.842,133.43,0.04
1575,2016-07-17,3121,354.5,0.843,133.46,0.0401
1576,2016-07-22,3126,355.6,0.81,132.69,0.0321
1577,2016-07-24,3128.5,356.2,0.811,132.74,0.0324
1578,2016-07-27,3131,356.8,0.813,132.78,0.0327
1579,2016-07-31,3135.67,356,0.808,132.59,0.0318
1580,2016-08-01,3136.2,355.9,0.808,132.58,0.0318
1581,2016-08-01,3136.87,355.8,0.809,132.57,0.0319
1582,2016-08-02,3137.91,355.6,0.809,132.56,0.0319
1583,2016-08-04,3139.45,355.3,0.809,132.55,0.0319
1584,2016-08-06,3141,355,0.809,132.54,0.0319
1585,2016-08-08,3143.05,355.3,0.803,131.58,0.0311
1586,2016-08-10,3145.59,355.7,0.804,131.66,0.0312
1587,2016-08-13,3148.28,356.1,0.805,131.72,0.0313
1588,2016-08-16,3151,356.5,0.806,131.76,0.0315
1589,2016-08-18,3153.92,356.9,0.798,129.39,0.0305
1590,2016-08-22,3157.16,357.2,0.8,129.4,0.0309
1591,2016-08-24,3159.08,357.4,0.801,129.41,0.0311
1592,2016-08-26,3161,357.6,0.802,129.42,0.0313
1593,2016-08-28,3163.52,356.4,0.775,129.7,0.0265
1594,2016-08-31,3166.66,354.8,0.774,129.58,0.0264
1595,2016-09-02,3168.83,353.7,0.773,129.51,0.0263
1596,2016-09-05,3171,352.6,0.772,129.44,0.0261
1597,2016-09-07,3173.33,350.5,0.766,129.33,0.0253
1598,2016-09-09,3175.98,348.2,0.763,129.18,0.025
1599,2016-09-12,3178.49,346.1,0.761,129.05,0.0247
1600,2016-09-15,3181,343.9,0.758,128.92,0.0244
1601,2016-09-17,3183.5,341.8,0.756,128.79,0.0241
1602,2016-09-20,3186,339.8,0.754,128.65,0.0238
1603,2016-09-20,3186.1,339.8,0,0,0
1604,2016-09-20,3186.31,339.8,0,0,0
1605,2016-09-20,3186.65,339.8,0,0,0
1606,2016-09-21,3187.34,340,0,0,0
1607,2016-09-23,3189.18,340.3,0,0,0
1608,2016-09-25,3191.66,340.8,0,0,0
1609,2016-09-28,3194.33,341.2,0,0,0
1610,2016-10-01,3197,341.7,0,0,0
